"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Terres de l'Ebre","Amposta","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.4,0.6,0.5,0.2,0.3,0.2
"Terres de l'Ebre","Amposta","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.7,1,0.8,1.1,1.5,1.3
"Terres de l'Ebre","Amposta","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.2,3,2.6,1.5,2,1.7
"Terres de l'Ebre","Amposta","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.9,10,8.9,6.2,7.9,7.1
"Girona","Anglès","Demogràfic","Població assignada de 0-14 anys","Persones","2022",929,866,1795,563490,531360,1094850
"Girona","Anglès","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3142,2944,6086,2090135,2009939,4100074
"Girona","Anglès","Demogràfic","Població assignada de 55-64 anys","Persones","2022",850,796,1646,485653,501618,987271
"Girona","Anglès","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1132,1374,2506,631736,839322,1471058
"Girona","Anglès","Demogràfic","Població assignada total","Persones","2022",6053,5980,12033,3771014,3882239,7653253
"Girona","Anglès","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15.9,22.3,19.4,13.3,20.1,17.2
"Girona","Anglès","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",892,809,1701,490319,461101,951420
"Girona","Anglès","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2528,2626,5154,1491869,1646703,3138572
"Girona","Anglès","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",751,728,1479,406344,447653,853997
"Girona","Anglès","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1123,1370,2493,612072,818797,1430869
"Girona","Anglès","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",5294,5533,10827,3000604,3374254,6374858
"Girona","Anglès","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.9,5.3,5.1,3.5,4.2,3.9
"Girona","Anglès","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Girona","Anglès","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,2,1.7,1.1,1.5,1.3
"Girona","Anglès","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.4,3.2,2.8,1.5,2,1.7
"Girona","Anglès","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8.9,10.9,9.9,6.2,7.9,7.1
"Catalunya Central","Anoia Rural","Demogràfic","Població assignada de 0-14 anys","Persones","2022",767,736,1503,563490,531360,1094850
"Catalunya Central","Anoia Rural","Demogràfic","Població assignada de 15-54 anys","Persones","2022",2523,2202,4725,2090135,2009939,4100074
"Catalunya Central","Anoia Rural","Demogràfic","Població assignada de 55-64 anys","Persones","2022",625,578,1203,485653,501618,987271
"Catalunya Central","Anoia Rural","Demogràfic","Població assignada de 65 anys o més","Persones","2022",884,1038,1922,631736,839322,1471058
"Catalunya Central","Anoia Rural","Demogràfic","Població assignada total","Persones","2022",4799,4554,9353,3771014,3882239,7653253
"Catalunya Central","Anoia Rural","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.6,19.4,16.2,13.3,20.1,17.2
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",700,647,1347,490319,461101,951420
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",1853,1899,3752,1491869,1646703,3138572
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",534,503,1037,406344,447653,853997
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",857,1022,1879,612072,818797,1430869
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",3944,4071,8015,3000604,3374254,6374858
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.3,4,3.7,3.5,4.2,3.9
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.4,1.1,1.1,1.5,1.3
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.9,2.6,2.3,1.5,2,1.7
"Catalunya Central","Anoia Rural","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.2,8.2,7.2,6.2,7.9,7.1
"Alt Pirineu i Aran","Aran","Demogràfic","Població assignada de 0-14 anys","Persones","2022",675,638,1313,563490,531360,1094850
"Alt Pirineu i Aran","Aran","Demogràfic","Població assignada de 15-54 anys","Persones","2022",2690,2629,5319,2090135,2009939,4100074
"Alt Pirineu i Aran","Aran","Demogràfic","Població assignada de 55-64 anys","Persones","2022",718,663,1381,485653,501618,987271
"Alt Pirineu i Aran","Aran","Demogràfic","Població assignada de 65 anys o més","Persones","2022",671,756,1427,631736,839322,1471058
"Alt Pirineu i Aran","Aran","Demogràfic","Població assignada total","Persones","2022",4754,4686,9440,3771014,3882239,7653253
"Alt Pirineu i Aran","Aran","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13,19.8,16.6,13.3,20.1,17.2
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",629,586,1215,490319,461101,951420
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2089,2317,4406,1491869,1646703,3138572
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",623,633,1256,406344,447653,853997
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",680,744,1424,612072,818797,1430869
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",4021,4280,8301,3000604,3374254,6374858
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.6,5.5,5.1,3.5,4.2,3.9
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,2.1,1.7,1.1,1.5,1.3
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.4,0.6,0.5,1.5,2,1.7
"Alt Pirineu i Aran","Aran","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.6,8.5,7.5,6.2,7.9,7.1
"Girona","Arbúcies - Sant Hilari","Demogràfic","Població assignada de 0-14 anys","Persones","2022",951,959,1910,563490,531360,1094850
"Girona","Arbúcies - Sant Hilari","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3436,2870,6306,2090135,2009939,4100074
"Girona","Arbúcies - Sant Hilari","Demogràfic","Població assignada de 55-64 anys","Persones","2022",881,823,1704,485653,501618,987271
"Girona","Arbúcies - Sant Hilari","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1147,1346,2493,631736,839322,1471058
"Girona","Arbúcies - Sant Hilari","Demogràfic","Població assignada total","Persones","2022",6415,5998,12413,3771014,3882239,7653253
"Girona","Arbúcies - Sant Hilari","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",14.3,23.2,19.1,13.3,20.1,17.2
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",922,914,1836,490319,461101,951420
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2787,2548,5335,1491869,1646703,3138572
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",769,756,1525,406344,447653,853997
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1159,1348,2507,612072,818797,1430869
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",5637,5566,11203,3000604,3374254,6374858
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4,4.3,4.1,3.5,4.2,3.9
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",2.2,3.1,2.6,1.1,1.5,1.3
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2,2.3,2.1,1.5,2,1.7
"Girona","Arbúcies - Sant Hilari","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8.3,9.9,9.1,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1804,1628,3432,563490,531360,1094850
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6461,6118,12579,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1608,1682,3290,485653,501618,987271
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2156,3048,5204,631736,839322,1471058
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Població assignada total","Persones","2022",12029,12476,24505,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Arenys de Mar","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13.7,25.4,20.5,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1677,1474,3151,490319,461101,951420
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4828,5152,9980,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1332,1534,2866,406344,447653,853997
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2111,3031,5142,612072,818797,1430869
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9948,11191,21139,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.5,4.1,3.8,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.4,0.3,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,1.8,1.6,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.3,2,1.5,2,1.7
"Barcelona - Metropolitana Nord","Arenys de Mar","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.8,8.5,7.7,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1349,1291,2640,563490,531360,1094850
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Població assignada de 15-54 anys","Persones","2022",4729,4540,9269,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1187,1201,2388,485653,501618,987271
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1415,1721,3136,631736,839322,1471058
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Població assignada total","Persones","2022",8680,8753,17433,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Argentona","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.2,19.8,15.9,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1165,1086,2251,490319,461101,951420
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3480,3786,7266,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1023,1082,2105,406344,447653,853997
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1382,1720,3102,612072,818797,1430869
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7050,7674,14724,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.1,3.6,3.3,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.6,2.2,1.9,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.1,2.8,2.4,1.5,2,1.7
"Barcelona - Metropolitana Nord","Argentona","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.9,8.7,7.8,6.2,7.9,7.1
"Catalunya Central","Artés","Demogràfic","Població assignada de 0-14 anys","Persones","2022",814,733,1547,563490,531360,1094850
"Catalunya Central","Artés","Demogràfic","Població assignada de 15-54 anys","Persones","2022",2892,2639,5531,2090135,2009939,4100074
"Catalunya Central","Artés","Demogràfic","Població assignada de 55-64 anys","Persones","2022",802,769,1571,485653,501618,987271
"Catalunya Central","Artés","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1091,1353,2444,631736,839322,1471058
"Catalunya Central","Artés","Demogràfic","Població assignada total","Persones","2022",5599,5494,11093,3771014,3882239,7653253
